comment,sentiment
Cuisine goûteuse et savoureuse autour du poisson  des menus pour tous les goûts dans un endroit convivial et design .... Equipe dynamique & très agréable ! Courez y !!!!,Positive
C'est bon mais très gras et les serveurs semblent être là surtout pour draguer ! Un peu lourd pour les femmes qui y vont et génant pour les hommes qui les accompagnent...,Negative
Les légumes ne sont pas cuits (surtout les carottes qui sont dures). Le bouillon est trop fluide et insipide (car probablement trop d'eau rajoutée). Le poulet est dur. C'est dommage car l'ambiance est a la bonne franquette.,Negative
"J'ai commandé par Deliveroo une barquette d'onglet une autre de poulet et un saumon avec frites ""maison"" Très déçu. L'onglet est correct sans plus le saumon sec et trop cuit le poulet très moyen. Les sauces sont sans saveur les frites ""maison"" sont congelées et...Plus",Negative
"Nous avons profité de l'opération ""Tous au restaurant"" pour aller découvrir cette table qui jouit de bonnes critiques. Pour mémoire l'opération tous au restaurant consiste à ne payer qu'1 seul menu dégustation pour 2 convives. Le 39V avait composé un menu spécialement pour cette opération...Plus",Negative
Un menu toujours très bien pensé avec de bons produits une belle présentation... L'avantage est qu'en prenant le menu (25€ entrée/plat/dessert + café) on découvre des saveurs et on se fait plaisir!! Je recommande vivement!!,Positive
Les 4 convives de notre table en ont tous convenus nous avions mieux mangé la veille dans un sympathique restaurant de la capitale à un prix divisé par 4. L'entrée composée d'un macaroni avec une pate épaisse et pas assez cuite le reste est bon...Plus,Negative
Comme d'autres nous avons décidé d'essayer ce restaurant parce qu'il avait de bons commentaires et nous n'avons pas été déçus. Nous avons dû attendre 20 minutes pour être assis car c'est un endroit très petit mais nous sommes bien contents que nous avons fait! Les...Plus,Positive
Un super concept cuisine ouvert cuisine juste exceptionnelle produit frais et de super produit aussi rien à dire juste un mot le top sur paris !!!!!,Positive
Le service est impersonnel le directeur manque de courtoisie et d'amabilité rapport qualité prix décevant,Negative
Revenir est sans cesse du bonheur... Chaleureux généreux élégant accueil et cuisine sont absolument délicieux. Merci 😉,Positive
Notre second séjour. Atmosphère chaleureuse et énergique et dynamique avec une cuisine ouverte où l'on pouvait voir ce qui se passait. C'était super que les jeunes femmes chefs faisaient de leur mieux. La nourriture est très bonne le service est excellent et l'hôtel était la...Plus,Positive
Un super accueil du patron  j'ai commandé un burger chiken la viande tendrele pain moelleux et très bon ! Un super restaurant avec des frites maison très bonne !,Positive
Déjeuner en semaine. Accueil parfait : très pro mais décontracté (dans le bon sens du terme). Les échanges avec les serveurs sont agréables. La salle est très classique (peut être trop) mais agréable. Les tables sont suffisamment espacées. L’ambiance globale est agréable. Après une poignée...Plus,Positive
Très bon accueil les prix sont raisonnables service rapide et Burgers excellents on en redemande!,Positive
Un très bon restaurant idéalement situé dans le Bristol la déco est sympa la cuisine très raffinée tarif en conséquence je recommande sans réserve.Plus,Positive
Le service est impersonnel le directeur manque de courtoisie et d'amabilité rapport qualité prix décevant,Negative
Nous avons trouvé cet hôtel sur un samedi soir où beaucoup d'hôtels sont complets. Il y avait un super commentaires alors nous y sommes allés pour le prendre. Un petit hôtel avec un serveur et 5 à 6 tables mais la nourriture était délicieuse et...Plus,Positive
Déguster son burger Montagnard chez soi en ce temps pluvieux que demander de mieux ? Un pain moelleux à souhait une viande juteuse et savoureuse des frites croustillantes le tout livré en 20 min à vélo. Une expérience agréable en somme je recommanderai sans hésiter...Plus,Positive
Bon accueil tres bon sandwich Avec de produits frais bonne paine et bonne et très bonne viande Je recommande fortement,Positive
Contrairement à l'ensemble des commentaires j'ai été très déçu par ce restaurant. Après une recherche sur LaFourchette et une difficulté de reservation sur un autre restaurant le choix s'est porté sur celui-ci en s'appuyant sur les commentaires. Cela semblait prometteur pour le 14/2. La reservation...Plus,Negative
une cantine de luxe ...,Negative
C'est grâce à l'un de mes fils que je viens de découvrir avec bonheur à 2 pas de l'Etoile ce restaurant de taille modeste mais à la cuisine hautement savoureuse ! Le personnel est d'une grande amabilité et très efficace. Le chef mexicain nous régale...Plus,Positive
C'était délicieux et l'Acceuil est sublime. L'endroit est vraiment agréable. Je recommande entre amis ou amoureux .,Positive
J'hallucine quand je lis les avis précédents ! Habitué des restaurants étoilés je ne peux que m'insurger devant tant d'éloges imméritées. Cadre poussiéreux plats insipides (oeuf orloff sans goût et lièvre à la royale navrant crèpes suzettes quelconques) et addition salée. Le talent d'orateur du...Plus,Negative
Dans ce petit restaurant convivial vous ne serez pas seulement charmé par les excellentes galettes et crêpes cuisinés avec générosité. Vous allez également adoré l'accueil chaleureux réservé à tous les clients. Meilleure service de Paris (et de très loin) !,Positive
Un dîner sublime en famille au Sergent Recruteur. Le Cadre magnifique et en parfaite harmonie avec cet endroit magique qu est l'île Saint Louis. La cuisine du Chef et de son équipe remarquable. Les goûts les cuissons la présentation un sans faute. Le service d...Plus,Positive
Nous avons eu le plaisir de découvrir le célèbre Lucas-Carton restaurant quand A. Senderens était encore le chef. C'est un endroit magnifique. Aujourd'hui seulement son nom est resté. Le service est au niveau de la brasserie. La nourriture est décevant avec un choix limité de...Plus,Negative
Le cadre est cosy et l’accueil professionnel et souriant. Afin de goûter un maximum de plats j’ai opté pour le menu Évasion et ses 7 services et son accord de vin. Ce fut un festival de goûts et de bonheurs. Le menu est établi en...Plus,Positive
Je suis allée dans ce restaurant confiante au vu des différents avis mais quelle déception ! Menu avec des tâches (sale!). La cuisine était quelconque la présentation des assiettes pas au niveau de celles se trouvant sur les photos sur internet. Je me suis même...Plus,Negative
Cela faisait des années que je voulais aller déjeuner chez Senderens. Même si le maître n est plus aux fourneaux depuis quelques mois Lucas Carton est comme d autres tables parisiennes un element du patrimoine francais. On y va autant pour l adresse et le...Plus,Positive
Dès l'entrée le ton est donné le service est et sera impeccable: professionnel attentionné simplement parfait. La cuisine avec un menu 5 plat nous promene au gré des choix du chef pournotre plus grand plaisir. Les vins au verre sont de choix et le lieu...Plus,Positive
un service pas tout professionnel : les plats sont jettes littéralement sur la table.A part la musique il n' y a pas d'ambiance. Une clientèle très vulgaire....Et pour boucler la boucle on vous force à la consommation. Concernant la cuisine des assiettes pour les entrées...Plus,Negative
Nous avons été très déçu par cet établissement qui était pourtant vanté par des guides touristiques. L'accueil n'était pas désagréable mais la cuisine n'était pas digne de cuisiniers. Des plats ou accompagnements tout faits industriels. De la vache de réforme sans goût et des profiteroles...Plus,Negative
Ce restaurant est parfais j'ai pris 2 plats tellement la cuisine était bonne et les serveurs sont adorables .,Positive
Très belle endroit accueil très chaleureux les plats sont excellents et très abordables niveau prix.,Positive
Un très très bon restaurant !! Le cadre est sobre et intimiste (peu de tables) avec la cuisine ouverte sur la salle. C'est agréable de voir les cuisiniers au travail ! et quel travail !! une cuisine qui met en valeur de beaux produits tout...Plus,Positive
Nous avons découvert ce restaurant par our hasard. Mais quelle découverte! Les plats sont bons et avec vue sur la Tour Eiffel. À refaire.Plus,Positive
Cadre idyllique service exceptionnel plats fabuleux... un moment magique ! À faire sans hésitation pour tous les amateurs de gastronomie française un grand merci au chef Eric Fréchon pour cette soirée inoubliable...Plus,Positive
Visité en Janvier dernier comme le titre l'indique les souvenirs de ce fubuleux repas sont toujours présents dans nos esprits. De l'apéritif pris dans un salon externe à la salle de restaurant jusqu'au dessert puis la visite des cuisines bar ancienne salle et bistro ce...Plus,Positive
Même si les horaires d'ouverture sont assez rigides (vous resterez à la porte 5 min si vous arrivez à 12h25...) l'accueil est très agréable souriant et attentif. Menu dégustation en 5 étapes appétissant. Excellente entrée avec encornet et foie gras à la sauce gribiche. Nous...Plus,Positive
Excellent kebab meilleur de paris. Le gerant est super et s'applique. Tres propre et super viande. A refaire,Positive
Nous avons réservé à l'avance par email & Thierry le chef est très serviable. Nous étions un groupe de 5 - peut-être un peu grand pour ce petit restaurant à emporter et rangs serrés mais qui n'a pas d'importance parce que la nourriture était excellente....Plus,Positive
Excellent restaurant avec des ramens de qualité et cadre atypique les produits sont savoureux et frais,Positive
Cuisine inventive avec une explosion de saveurs en bouche. Le chef a su trouver une alchimie créatrice. La sommelière nous a tout particulièrement bien conseillé pour le choix des vins. A la fin du repas nous avons pu visiter la cuisine ouverte rutilante et discuter...Plus,Positive
"Après avoir tant entendu de cet endroit et de son fameux burger ""DSK"" j'avais envie d'essayer la carte est très amusante et nous avons été accueillies très chaleureusement le service était impeccable et rapide. Les burgers sont très bon et épais frites qui ont l'air...Plus",Positive
Le clos y est tout simplement un restaurant ou le gout est présent je n'ai jamais été déçu . Le menu à l'aveugle est une excellente idée à chaque nouvelle assiette c'est une pure découverte ! Je vous le recommande et j'y retournerai encore avec...Plus,Positive
"Déjeuner affaire menu du midi "" entrée maquereau poché avec salade en sachet "" côte de porc des montagnes de l' Aveyron purée de panais 2 cuillères à soupe "" Titre à revoir je dirais côte de porc de la cantine scolaire entrée sans saveurs...Plus",Negative
Sandwichs tres bons dommage pour le service. Ä ma tres grande surprise la vendeuse en caisse ce midi a essayé de m arnaquer sur le prix du sandwich. Après lui avoir depose le total de 6 euros 50 en plusieurs 6 piles d'un euro et...Plus,Negative
Superbe menu au déjeuner avec un service et une cuisine irréprochable 2 plats mémorables pour ma part ce qui est important quand on sort d'une grande table (la gratinée d'oignons et l'omelette norvégienne revisitée)de plus un maître d'hôtel qui est vraiment très sympathique ainsi que...Plus,Positive
Je suis allé aujourd'hui le 9 février étant un grand habitué de ce petit restaurant j'ai été déçu car la qualité a diminué d'un seul coup et comme d'habitude un perfide Albion et un tiramisu le sandwich avait très peu de viande et beaucoup d'oignons...Plus,Negative
Bonjour Rendez-vous avec la cuisine du chef tout simplement géniale serveur agréable souriant et blagueur et le chef accessible et abordable par une cuisine ouverte. Nous avons passé un agréable moment avec la découverte de mélange de saveurs surprenantes nous avons pris le menu évasion...Plus,Positive
Quelle expérience inédite ! le 9 juillet dernier j'ai invité 5 personnes pensant découvrir l'exception française... quelle ne fut pas ma déception quand pour un menu à 145€/pers on nous propose en plat principal : soit un boudin noir et son riz à l'encre de...Plus,Negative
Super service prix adéquat avec la qualité de la nourriture je ne peux que conseiller seul point que je dirais négatif serait l’attente en salle mais cela reste très correcte,Positive
Bonjour Cela faisait la deuxième fois que j'allais dans ce restaurant et tout le monde est tombé malade hier après avoir mangé C'était moins bon que la première fois. Douleurs de ventre et diarrhée En plus la salle du bas des morceaux de pierres du...Plus,Negative
"Une terrible déception. Sur la forme: A notre arrivée le ""maitre d'hôtel"" regarde son livre lève les yeux au cieltourne la tête vers la personne du vestiaire et annonce  dédaigneux: ""premier étage""! Pas un regard pour nous. Devant mon refus catégorique il lâche: ""Mettez-vous...Plus",Negative
En arrivant dans cette brasserie après un spectacle au théâtre du Palais royal tout semblait se profiler au mieux. Cadre authentique table ronde proposée peu d'attente pour commander....cependant le plaisir a été de courte durée. La température de la salle était très basse pour dîner...Plus,Negative
J'ai été agréablement surprise. Le service est souriant et rapide et les plats sont excellents en plus d'être faits maison tout ça pour un prix très abordable. On peut noter que c'est assez rare pour le quartier. L'ambiance est très agréable la rue est assez...Plus,Positive
Je n’ai pas mangé dans cet établissement car le guignol derrière le bar a été particulièrement impoli. Je ne note donc pas la qualité de la nourriture mais l’acceuil deplorable.,Negative
"Salle majestueuse à la décoration ""belle époque"" avec un personnel de qualité.Coté cuisine tout est très bien mais je regrette que la carte et la cuisine du chef évolue peu au fil des ans….nous retrouvons systématiquement les mêmes plats c'est en manque d'originalité.Du coup lorsque...Plus",Positive
Nous avons découvert par hasard ce restaurant et nous ne l'avons pas regretté. Dès l'entrée dans le restaurant nos regards sont attirés par toutes les photos du patron avec des célébrités et les multiples décorations. Ambiance très sympathique. Le patron est aux petits soins pour...Plus,Positive
Arrivés à 11 et malgré un seul serveur le service a été rapide. Les crêpes sont très bonnes la rustique est à essayer ! Petite salle et bruyante si elle est pleine. Les prix sont très raisonnables.,Positive
Les sandwichs chauds ( les fameux Bollynan) sont délicieux! En plus de sentir que les produits sont frais et que tout est fait maison ils sont copieux au possible. On ressort du resto repu et ravi! Je conseille fortement les nans au pain complet.,Positive
Le service était irréprochable les saints Jacques délicieuses le jarret fondant à souhait les commentaires du sommelier ont été très appréciés merci pour ce dîner romantique !Plus,Positive
Le seul point positif la quantité mais certainement au détriment de la qualité je n'ai retrouvé aucun gout et beaucoup de fromage pour camouflé le reste. Vraiment pas bon du tout. Le monde attire le monde...,Negative
Concept de burger novateur endroit cosy personnel agréable et prix correct tous les ingrédients sont réunis pour un bon repas,Positive
La qualité du service et de la cuisine n'ont cessé de se dégrader depuis 3 ans. La nourriture reste relativement correcte mais de tels prix ne sont pas justifiés. Nous avons attendu 45 minutes pour être servis et ce sans aucune excuse de la part...Plus,Negative
Superbe soirée à la découverte des saveurs et des goûts du ze kitchen galerie. Cuisine originale et délicieuse. Le service était impeccable et très sympathique. Merci pour ce plaisir gustatif...,Positive
Aussi bon que beau un délice à chaque plat Les serveurs sont charmants et le chef a un talent hors norme Un moment inoubliable !,Positive
Quel plaisir de retrouver la cuisine de Julien Dumas ! Il y a de la finesse et de l'esprit dans sa cuisine. Le service y est plaisant et raffiné tout comme ce qu'il y aura dans votre assiette. Il reste de bonnes adresses à Paris...Plus,Positive
L'accueil est sympathique le service rapide et les burgers sont délicieux et originaux tout est fait maison et ca se sent ! À bientôt,Positive
Merveilleux restaurant. Une ambiance très agréable. Approche a été parfait. Il y avait une cuisine créative et de la nourriture était exceptionnelle. Très bien situé le service était sympathique. J'ai hâte d'y retourner ! Ne pas manquer.,Positive
Une cuisine excellente fait à la minute. Un très bon service. Un petit Resto avec des très bonnes saveurs. À découvrir absolument,Positive
Cet ancien bouillon bénéficie d'un cadre somptueux et d'une cuisine de qualité portée sur les grands standards hexagonaux. Le tarif n'est pas toujours le plus abordable mais l'atmosphère et le service assurent un repas très agréable.,Positive
Tout est dans le titre et pourtant nous sommes extrêmement exigeants puisque connaisseurs.. Tout est parfait les associations de saveurs la diversité des plats l'originalité des présentations...et que dire du service...! -) À refaire sans aucun doute,Positive
Premier commentaire sur ce site je vais donc essayer d'être la plus juste possible suite au dîner de hier soir. Nous avons été conseillé par des amis pour venir manger au pur tout d'abord le cadre et l'accueil sont au top digne d'un palace cela...Plus,Negative
Oui oui quasi faut toujours un bémol on est jamais 100% content. Points négatif commençons par cela le côté rétro du restaurant qui le rend quasi désuet et un serveur légèrement offusqué par les stéréotypes Parisien. Hormis cela que dire de mal ou de bien...Plus,Positive
En entrée j'ai pris les langoustines certe en carpaccio c'est délicieux. Par contre pourquoi il mettre une crème trop forte pour tuer le gout ? En plus il devait y avoir 10 fois plus de crème que de langoustine. Pour le plat un lièvre à...Plus,Negative
Un accueil tres chaleureux . Des galettes vraiment excellentes bien garnies mais sans être trop lourd. Un cidre fermier de qualité. Rencontre avec le gerant de l'etablissement tres sympathique. En resume un bon petit restaurant comme on les aime accueil: chaleureux service impeccable et cuisine...Plus,Positive
Rare ! Tout est excellent ! Pour les galettes : produits galettes c'est excellent ! Mais les galettes excellentes ça se trouve en cherchant un peu. Ce qui est quasi introuvable c'est une crêpe excellente : fine et micro-croustillante (recette gavotte ?) Accueil adorable et...Plus,Positive
Nous avons dîné au mois de Mai au Restaurant du Palais Royal. Nous étions 13 personnes. Il s'agissait d'un repas de mariage. Nous avions rencontré au préalable la directrice à plusieurs reprises pour préparer cet événement. De nombreux problèmes sont arrivés pendant la soirée. Suite...Plus,Negative
Petit resto à l’abris des regards qui mériterait pourtant un bon coup de projecteur de part les plats proposés qui y sont excellents. Rapport qualité-prix au top! Et une quantité dans l’assiette plus que raisonnable. Le petit hic serait le manque de place qui gêne...Plus,Positive
Allez-y les yeux fermés. Accueil chaleureux à l'écoute des clients. Le Burger maxi et le montagnard sont des tueries très goûteux et une excellente viande. Une mayonnaise maison très bonne. Bref nous avons passé un repas agréable qui s'est terminé par un petit café gourmand...Plus,Positive
Que rajouter aux avis précédents...les desserts sublimes ne pas hésiter sur le nougat glacé et le tiramisu. Prix plus que correct. Petit rosé du pays excellent. Ne changez rien.,Positive
Impossible de réserver par téléphone. Je me déplace à 13h. Une personne très peu aimable m’indique que tout est complet pour Novembre et que de toute façon sa petite fille ne travaille maintenant qu’avec ses hôtels. Ce restaurant est apparemment victime de son succès. Il...Plus,Negative
bravo superbe menu en 5 temps délicatesse des mets cuissons justes et superbes accompagnements des sauces divines c'est délicieux pour un bon rapport qualité prix salle petite pensez à réserver petit bémol sur le cabillaud un brin trop salé ce soir la mais c'est histoire...Plus,Positive
Je suis un habitué des grandes tables en France et a l'étranger la semaine dernière je suis allé diner lundi soir chez Gagnaire et la déception a été de taille. Homard en entrée avec une bisque imangeable ( bisque chaude pêche et glace a la...Plus,Negative
Habitués du lieu nous nous sommes demandés s'il y avait un pilote dans l'avion. Une salade Grand Colbert où il manquait de tout sauf de salade. Un seul anchois trois tomates cerises trois oeufs de caille coupés en deux et de la salade de la...Plus,Negative
Service impeccable et sympathique. Une carte pour tous les goûts qui rassemble des recettes classiques et d'autres plus élaborées. Une façon de passer une bonne soirée sans casser la tirelire.,Positive
Oui je confirme tout les excellents commentaires déjà écrits par d'autres gastronomes . Nous avons choisi le menu proposé au déjeuner et nous avons eu tout le déroulé des amuses bouches aux confiseries. Chaque plat était original et plein de saveurs avec mention spéciale pour...Plus,Positive
L’équipe franco/coréenne nous a fait découvrir des saveurs très subtiles un repas très équilibré élaboré avec soin et précision. Très belles assiettes et un service très sympathique durant lequel le patron vous explique toute l’élaboration des plats et les produits. La deuxième patronne coréenne et...Plus,Positive
Nous nous sommes arrêtés pour le déjeuner. Le propriétaire et sa femme nous ont préparé sans réservation. Excellente cuisine présentation étonnante. Très serré des sièges mais ça fait partie de l'ambiance. Recommandé.,Positive
Le nom Etude s'inspire des oeuvres de CHOPIN sachez le avant d'entrer afin d'apprécier un maximum le lieu (ah oui ce serait une bonne idée de mettre de la musique classique en fonds non ?) Peu de tables ... une décoration appelant à la méditation......Plus,Positive
"Tout est fait au 39V pour que vous passiez une superbe soirée : Cadre magnifique cuisine très créative et délicate. Le vrai ""plus"" de ce restaurant est un accueil formidable par son Directeur et toute son équipe. Merci pour cette très belle soirée sur les...Plus",Positive
Petite salle feutrée avec un bon niveau sonore. On s’entend au calme. La décoration est assez neutre. Pas de fausse note mais pas folichon non plus. Un peu à l’image de la cuisine. C’est très bien réalisé et c’est vraiment bon mais on regrette qu’il...Plus,Positive
Très bon accueil sympathique souriant. Assiettes bien étudiées. Bon vins. Belle Déco Musique au top. Bref tout est fait pour que vous passiez une belle soirée. Jusqu’à.... Jusqu’à ce que quelqu’un du staff vienne vous demander de partir pour accueillir le service suivant... Plus de...Plus,Negative
Je suis sidéré que de tels avis positifs soient émis sur cette table ! Je l'ai récemment fréquentée à deux reprises. La cuisine ? Indigne d'un étoilé ! Fruits de mer crus d'une fraîcheur douteuse (mon amie qui avait pris ce plat a été malade)...Plus,Negative
Très bon restaurant pro des burgers. Avec des produits de qualité (large choix de pains frais et frite maison). On y est allé plusieurs fois et la qualité toujours au rdv. Bravo !,Positive
Trois étoiles et un beau cadre quoi que particulièrement mal situé et mal fréquenté. De l'entrée au dessert la seule chose que j'ai vraiment appréciée ce sont les petits pains parcimonieusement servis par un maître d'hôtel ironique. Un consommé fade et visiblement pas frais un...Plus,Negative
Très bon restaurant avec des influences asiatiques. La cuisine est originale. Le concept menu carte blanche est intéressant et permet de voyager à travers les 10 petites assiettes. Très bon rapport qualité/prix,Positive
Nous étions 2 et avons voulu aller dans ce restaurant hier soir. Nous sommes arrivés à 21h30 exactement. Je précise qu'il y a avait de la place. Quelle ne fut pas notre surprise lorsque nous avons été reçu (froidement) par le serveur par cette phrase...Plus,Negative
Je n'ai pas pu manger sur place mais même à emporté je fut agréablement surprise de la qualité gustative de mon menu. De même que de la diversité de choix dans les galettes. Merci encore pour ce moment et très certainement à bientôt.,Positive
Explosion de saveurs tout au long du repas avec beaucoup de découvertes. Très bon moment passé dans ce restaurant lors de ma visite à Paris :),Positive
Tellement caricatural.... Ni le prestige de l’adresse ni la qualité de l’hôtesse d’accueil ni la décoration ( beau fumoir au sous sol) du lieu ne justifient le manque de professionnalisme de ce qui est le cœur de métier d’un restaurant à savoir : le service...Plus,Negative
Les recettes sont très bien faites. C'est délicieux! L'équipe est très réactive jeune et dynamique! L'accueil est parfait et le service est rapide. La terrasse face à la Sorbonne est agréable. Rapport qualité/prix EXCELLENT surtout dans le quartier! A recommander,Positive
De passage sur Paris nous cherchions un restaurant sympa pour passer une belle soirée. Nous avons suivi les recommandations et n’avons pas été déçus. Le menu du soir est magnifique : des produits frais très bien travaillés des assaisonnements impeccables le vrai goût des bonnes...Plus,Positive
Chargé de choisir une restaurant pour des visiteurs taïwanais fatigués de la cuisine occidentale j'ai opté pour ce restaurant et ça a été un triomphe: derrière une décoration clean et simple se cache une cuisine d'une grande finesse. Mes visiteurs qui sont de la classe...Plus,Positive
"Le cadre et beau l'histoire du lieu est intéressante mais le reste vraiment mauvais. Service mauvais  cuisine mauvaise je n'ai jamais mangé un homard aussi ""mauvais"" (sauf les huîtres...le mérite en revient certainement en priorité à l'ostreiculteur) Homard a la nage ! cela existe...Plus",Negative
Petite crêperie qui ne paye pas de mine en apparence. Cuisine excellente un service très souriant et sympathique un emplacement rêvé (juste en dessous du sacré coeur) et pour couronner le tout une addition tout a fait raisonnable. A déguster de toute urgence !,Positive
Où manger une cuisine dégoûtante avec des serveurs qui se comportent de manière irrespectueuse dans un cadre magnifique ? Et bien vous avez trouvé la bonne adresse !!,Negative
Des très bons burgers toujours vegan avec le choix du pain sans gluten. Le rapport qualité / prix est correct. Tasty vegan burgers with the a gluten free bun option. For Paris I find the prices correct and affordable.,Positive
Restaurant agréable déco simple mais soignée. Accueil chaleureux les nombreux habitués en sont sans doute la preuve. Dans l'assiette les pizzas sont délicieuses mais les pâtes fraiches sont également de bonne qualité. Les desserts faits maison sont à recommander. Une adresse à retenir Bravo !,Positive
Excellente cuisine dans un cadre brasserie raffinée et cosy. Équipe sachant allier discrétion et proximité.Plus,Positive
restaurant bruyant cuisine tout juste passable service moyen Heureusement nous avions réserver par la fourchette avec -50% sur l'addition (sauf boisson) sinon c'est vraiment de l'arnaque ! Les plats ne sont pas assez assaisonnés arrivent froid. j'ai pris un poisson avec de la truffe malgrè...Plus,Negative
Nous sommes allez dîner entre amis un soir dans la semaine et nous avons passé un très bon moment. L’accueil est super  les pâtes sont vraiment excellentes... juste bémol sur le dessert que j’avais choisi ... la tarte mascarpone poires chocolat  j’aurais du...Plus,Positive
L'atmosphère unique de cet établissement vous plongera dans une béatitude unique.. A votre arrivée tout le personnel se met à votre disposition avec une vraie envie de satisfaire le client.. Les plats proposés par le Chef vous laissera sans voix... Une dégustation à ne pas...Plus,Positive
El mejor pato a la naranja del mundo!!!,Positive
J'ai certainement pas eu de chance vue la note obtenu ! Certes accueil chaleureux serveur très sympa mais très long contenu d'assiette ridicule. Je n'ai jamais vu une piece de viande aussi petite et une garniture minuscule. Du coup cher très cher...,Negative
C'est sans aucun doute le meilleur endroit pour se rendre aux crêpes bien à Paris. Situé dans le quartier latin crêperie genia sont à ne pas manquer. Nous avons pris un et un joli comme des crêpes et les deux repas étaient délicieux. Nous y...Plus,Positive
Vue de l’extérieur on n’a pas forcément envie de rentrer. Et bien c’est une erreur ! Et oui car tout le monde est sympa et en plus c’est bon. Pâte fine- choix- desserts maison. Déco faites de citations dans des cadres de photos de chanteurs...Plus,Positive
Repas pas mal mais vous OBLIGER à prendre 4 services .. ca empêche de dormir après donc souvenir altèré  personnel et sommelier très sympa  mais attention ⚠️ les 2 menus à 49€  ont finalement fait une addition EXHORBITANTE à 172 € sur...Plus,Negative
... pour les yeux et les papilles. Accueil souriant et agréable (petite remarque pas de vestiaire). Service professionnel par notamment des jeunes de l école hôtelière bien dirigé par leur maître d hôtel. Et puis il y a cette très belle salle d époque le...Plus,Positive
Être inventif: c'est bien mais il ne faut pas oublier les bases de la gastronomie française et cela n'autorise pas à rendre mauvais (à coup d'épices vaguement asiatique) des classiques. S'il y a une justice gastronomique: il faudra que Julien Dumas change son fusil d'épaule...Plus,Negative
Nous étions 16 personnes et aions réservés. Salles sous sol trop petite tables carrées trop petites recouvertes de papier. Attente trop longue pour avoir le menu puis les plats. Sommes restés 3heures dans le restaurant. Ce n'était pas génial les vins sont à T° ambiante...Plus,Negative
"Ce petit restau ""iranien"" ne paie pas de mine. Mais nous étions curieux de le découvrir dans ce quartier où les restaurants iraniens sont souvent chers. En fait le pain est libanais les plats assez ""neutres"" (et réchauffés au micro-ondes pour le mien !) le...Plus",Negative
Après avoir laissé de nombreux commentaires sur TripAdvisor il faut laisser un commentaire forcé parce que TtripAdvisor choisit ses commentateurs. Désolé ! Cette assiette est répugnante c'est tout ce que j'ai à dire.,Negative
Le cadre est sympathique mais le service se prend trop au sérieux... peut-être pour justifier une addition bien salée! La cuisine est bonne mais trop minimaliste. Dommage je n'y retournerais pas et ne suis pas en accord avec le classement surfait de ce restaurant qui...Plus,Negative
Excellente idée que ce menu simple articulé autour d’un choix limité. Très bonne cuisine et service très sympathique.,Positive
Quel bonheur ce resto ! A chacun de mes passages je me régale . Les filles au service sont tellement aux petits soins ... on est bichonné . En plus il y a des chauffages maintenant donc encore mieux pour le confort . Merci pardi...Plus,Positive
Produits de très mauvaise qualité  écœurant. On a fini par tout mettre à la poubelle  n'y allez surtout pas !!,Negative
La nourriture et le service était bon. L'ambiance était très agréable. La question est venue à la fin de la nuit lorsque l'enregistrement est venu et ils avaient ajouté une bouteille supplémentaire de vin que nous n'avions pas commandé ou reçu. Peut recommander à des...Plus,Negative
Nous avons adoré la cuisine l’ambiance et l’accueil dans ce restaurant super sympa nous reviendrons sans hésiter .,Positive
Voici ma remarque : Pour le prix des menu avoir des couverts en Bois c'est horrible accueille a revoir,Negative
Étant à proximité de ce diner j'ai par question de facilité plusieurs fois fait appel à ces burgers. Ne connaissant auparavant aucun autre diner capable de me fournir le plaisir de manger un bon burger j'ai trouvé celui-ci des plus corrects. Après moultes expériences autres...Plus,Negative
Carte variée et plats intéressants desserts tops avec quelques gourmandises complètement régressives (nounours guimauve/chocolat tuiles de Carambar) déco épurée ambiance feutrée et lumière tamisée vue sur la Tour Eiffel en fonction de la table voiturier service efficace et sympathique un bon restaurant parisien qui vaut...Plus,Positive
Nous avions réservé 3 couverts formalité inutile car nous fûmes soumis à une demie heure d’attente debout avant de rejoindre une table d’un mètre carré résultant à un confort de classe éco de low cost aérien. La table surchargée avec plateau de fruits de mer...Plus,Negative
L'ambiance est très agréable et le repas était superbe. Tous les serveurs et les serveuses étaient très professionnels et a rendu notre séjour encore plus agréable. Ma famille et moi-même avons passé le menu dégustation je crois et c'était une super expérience gastronomique. J'ai particulièrement...Plus,Positive
Une super adresse pour bruncher dans le marais ! Une formule à 15€ à volonté difficile de rivaliser niveau prix.. Et niveau bouffe ! =) Des viennoiseries délicieuses l'assiette salée aussi originale que bonne et les desserts excellents ! Cerise sur le gâteau : on...Plus,Positive
Nous sommes quatre ce jour pour déjeuner en ce lieu parisien. L’accueil n’est pas chaleureux. La carte est assez variée. Nous optons pour des formules menu: choucroute fondu de viande. Nous apprécions la qualité et l’aisance des portions. Mais que dire du service? Notre serveur...Plus,Negative
L'expérience de dégustation gastronomique et de menu surprise est sympa. Par contre les associations de produits pas toujours réussies la cuisine n'est pas aussi fine qu'on espère. Certes il y a des produits exotiques surprenants mais faut-il encore que ce soit bien maîtrisé. Pour le...Plus,Negative
Les pâtes et raviolis sont faits maison la préparation des pâtes est spectaculaire comme on peut le voir dans ce genre de restaurant populaire en Chine. Les portions sont énormes c’est très bon et le prix est très raisonnable. Mention spéciale pour les raviolis à...Plus,Positive
